"","Company","Product","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price_euros"
"1176","Asus","UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10)","Notebook",14,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2kg",769
"1177","Lenovo","B51-80 (i7-6500U/4GB/1008GB/FHD/W7)","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","4GB","1.0TB Hybrid","Intel HD Graphics 520","Windows 7","2.32kg",825
"1178","Lenovo","IdeaPad Y700-15ISK","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD","Nvidia GeForce GTX 960","Windows 10","3.31kg",1305
"1179","MSI","GS60 Ghost","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10","1.91kg",2153.37
"1180","HP","ProBook 450","Notebook",15.6,"1366x768","Intel Core i3 6100U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.07kg",650
"1181","Lenovo","ThinkPad X1","2 in 1 Convertible",14,"IPS Panel Touchscreen 2560x1440","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.36kg",1637
"1182","Lenovo","IdeaPad 310-15IKB","Ultrabook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","6GB","256GB SSD","Nvidia GeForce 920M","Windows 10","1.54kg",831
"1183","Dell","Vostro 5568","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce GT 940MX","Linux","1.98kg",895.01
"1184","Acer","Aspire 3","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 2GHz","4GB","500GB HDD","Intel HD Graphics 500","Windows 10","2.1kg",333
"1185","HP","Pavilion 15-BC000nv","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","6GB","1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.18kg",799
"1186","Asus","Rog GL552VW-DM201T","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.591kg",909
"1187","Dell","Inspiron 5578","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","2.09kg",1179
"1188","Acer","Aspire E5-576G","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","2.23kg",691
"1189","Dell","XPS 13","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Linux","1.23kg",1099
"1190","Acer","Predator G9-793","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.2kg",2599
"1191","Lenovo","Legion Y520-15IKBN","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.4kg",819
"1192","Samsung","Chromebook Plus","2 in 1 Convertible",12.3,"IPS Panel Touchscreen 2400x1600","Samsung Cortex A72&A53 2.0GHz","4GB","32GB Flash Storage","ARM Mali T860 MP4","Chrome OS","1.15kg",659
"1193","HP","250 G6","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.86kg",485
"1194","Apple","MacBook 12""","Ultrabook",12,"IPS Panel Retina Display 2304x1440","Intel Core M 1.1GHz","8GB","256GB Flash Storage","Intel HD Graphics 5300","Mac OS X","0.920kg",1163
"1195","Dell","Inspiron 7378","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",1199
"1196","HP","Pavilion Power","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.21kg",1327
"1197","Lenovo","V110-15ISK (i3-6006U/4GB/1TB/Radeon","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M430","No OS","1.9kg",368
"1198","Asus","Rog G752VY-GC229T","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","4.3kg",2150
"1199","Acer","Aspire 3","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 2GHz","4GB","1TB HDD","Intel HD Graphics 500","Linux","2.1kg",272
"1200","MSI","GS73VR 7RF","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.43kg",2048.9
"1201","Dell","Inspiron 5567","Notebook",15.6,"1366x768","Intel Core i3 6006U 2.0GHz","4GB","128GB SSD","AMD Radeon R7 M440","Windows 10","2.3kg",499
"1202","Lenovo","IdeaPad 310-15ISK","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz","8GB","500GB HDD","Nvidia GeForce 920MX","No OS","2.2kg",629
"1203","Dell","Inspiron 5579","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Intel UHD Graphics 620","Windows 10","2kg",1285
"1204","Dell","XPS 13","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.2kg",2680
"1205","Asus","FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.2kg",1169
"1206","Dell","Inspiron 5567","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","AMD Radeon R7 M445","Windows 10","2.36kg",889
"1207","HP","15-bs025nv (i5-7200U/8GB/256GB/W10)","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.91kg",579
"1208","Lenovo","IdeaPad 320-15AST","Notebook",15.6,"1366x768","AMD E-Series 9000 2.2GHz","4GB","500GB HDD","AMD Radeon R2 Graphics","Windows 10","2.2kg",299
"1209","Acer","Aspire E5-774G","Notebook",17.3,"1600x900","Intel Core i3 6006U 2.0GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","3.3kg",629
"1210","Asus","Rog Strix","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.2kg",2449
"1211","Apple","MacBook 12""","Ultrabook",12,"IPS Panel Retina Display 2304x1440","Intel Core M 1.2GHz","8GB","512GB Flash Storage","Intel HD Graphics 515","Mac OS X","0.920kg",1279
"1212","Asus","FX502VM-AS73 (i7-7700HQ/16GB/1TB","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.2kg",1749
"1213","MSI","GS73VR Stealth","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.43kg",1948.99
"1214","Dell","Inspiron 7579","2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.191kg",999
"1215","Asus","ROG Strix","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.9kg",1949
"1216","Acer","C740-C9QX (3205U/2GB/32GB/Chrome","Netbook",11.6,"1366x768","Intel Celeron Dual Core 3205U 1.5GHz","2GB","32GB SSD","Intel HD Graphics","Chrome OS","1.3kg",174
"1217","Acer","E5 774G","Notebook",17.3,"1600x900","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","3.3kg",598
"1218","Lenovo","IdeaPad 320-17IKB","Notebook",17.3,"1600x900","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","No OS","2.8kg",539
"1219","Lenovo","IdeaPad Y700-15ISK","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960<U+039C>","Windows 10","2.6kg",1272
"1220","Acer","SP714-51 (i7-7Y75/8GB/256GB/FHD/W10)","2 in 1 Convertible",14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7Y75 1.3GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.2kg",1149
"1221","Lenovo","Thinkpad T560","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.3kg",1529
"1222","MSI","GP62MVR 6RF","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.2kg",1476.11
"1223","HP","15-bw009nv (A12-9720P/6GB/1TB/Radeon","Notebook",15.6,"Full HD 1920x1080","AMD A12-Series 9720P 2.7GHz","6GB","1TB HDD","AMD Radeon 530","Windows 10","2.1kg",529
"1224","Dell","Latitude E7270","Ultrabook",12.5,"Full HD / Touchscreen 1920x1080","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.26kg",1713.37
"1225","Dell","Inspiron 5578","2 in 1 Convertible",15,"Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.08kg",509
"1226","Asus","X540SA-RBPDN09 (N3710/4GB/1TB/W10)","Notebook",15.6,"1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","1TB HDD","Intel HD Graphics 405","Windows 10","2.65kg",309
"1227","Dell","XPS 13","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",1477
"1228","Dell","Vostro 3568","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics 520","Linux","2.18kg",521.86
"1229","Lenovo","IdeaPad Y700-15ISK","Gaming",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.6kg",1029
"1230","MSI","GL62M 7RDX","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",1149
"1231","Lenovo","ThinkPad Yoga","Netbook",12.5,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.50GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",1650
"1232","Razer","Blade Pro","Gaming",14,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","1TB SSD","Nvidia GeForce GTX 1060","Windows 10","1.95kg",3499
"1233","Dell","Inspiron 3567","Notebook",15.6,"Touchscreen 1366x768","Intel Core i3 7100U 2.4GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",469.01
"1234","MSI","GE72VR Apache","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.7kg",1598
"1235","Apple","MacBook Air","Ultrabook",11.6,"1366x768","Intel Core i5 1.6GHz","4GB","256GB Flash Storage","Intel HD Graphics 6000","Mac OS X","1.08kg",959
"1236","HP","15-bs023nv (i3-6006U/4GB/1TB/FHD/W10)","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.1kg",478
"1237","HP","EliteBook 840","Ultrabook",14,"2560x1440","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.54kg",2198.19
"1238","Dell","Vostro 3559","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 7","2.24kg",737
"1239","MSI","GL62 6QF","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.3kg",1169
"1240","Lenovo","ThinkPad 13","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.4kg",1499
"1241","Lenovo","IdeaPad 320-15ABR","Notebook",15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz","6GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",597.57
"1242","Asus","ZenBook UX310UA-WB71","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.45kg",1280
"1243","Acer","Aspire ES1-572","Notebook",15.6,"1366x768","Intel Core i3 6006U 2.0GHz","4GB","500GB HDD","Intel HD Graphics 520","Linux","2.4kg",361.8
"1244","Dell","Inspiron 7779","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Nvidia GeForce 940MX","Windows 10","2.77kg",1799
"1245","HP","EliteBook 840","Notebook",14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.54kg",1099.99
"1246","Asus","Rog GL553VE-FY052T","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.5kg",1600
"1247","Dell","Latitude 5480","Notebook",14,"1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.6kg",875
"1248","Asus","Rog GL502VS","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.34kg",2325
"1249","Lenovo","V510-15IKB (i5-7200U/8GB/256GB/FHD/No","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","No OS","2.3kg",573
"1250","Dell","XPS 13","2 in 1 Convertible",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i5 7Y54 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.24kg",1813
"1251","Dell","Inspiron 3552","Notebook",15.6,"1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Linux","2.2kg",324
"1252","HP","255 G6","Notebook",15.6,"1366x768","AMD A6-Series 9220 2.5GHz","4GB","500GB HDD","AMD Radeon R4 Graphics","Windows 10","1.86kg",399
"1253","Lenovo","IdeaPad 310-15ISK","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6100U 2.3GHz","6GB","128GB SSD","Nvidia GeForce 920MX","Windows 10","2.4kg",569
"1254","Lenovo","ThinkPad L460","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.9kg",1072
"1255","Dell","Inspiron 3552","Notebook",15.6,"1366x768","Intel Pentium Quad Core N3700 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows 10","2.2kg",443.99
"1256","Asus","X541NA-GO020T (N3350/4GB/1TB/W10)","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","Windows 10","2kg",339
"1257","Asus","Rog G752VT-GC073T","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10","4.0kg",1900
"1258","Dell","Vostro 3568","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.29kg",490
"1259","Lenovo","B51-80 (i7-6500U/8GB/1008GB/Radeon","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","1.0TB Hybrid","AMD Radeon R5 M330","Windows 7","2.32kg",895
"1260","MSI","GE62 Apache","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.4kg",1229
"1261","Lenovo","Yoga 500-14IBD","2 in 1 Convertible",14,"Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",833.01
"1262","Asus","ZenBook UX305CA-UBM1","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core M 6Y30 0.9GHz","8GB","512GB SSD","Intel HD Graphics 515","Windows 10","1.2kg",729
"1263","Dell","Inspiron 3567","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",459
"1264","Acer","Aspire ES1-531","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","500GB HDD","Intel HD Graphics 400","Linux","2.4kg",289
"1265","Dell","Inspiron 3552","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","500GB HDD","Intel HD Graphics","Windows 10","2.20kg",379
"1266","Lenovo","IdeaPad Y700-15ISK","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.6kg",899
"1267","HP","Pavilion 15-AW003nv","Notebook",15.6,"Full HD 1920x1080","AMD A9-Series 9410 2.9GHz","6GB","1.0TB Hybrid","AMD Radeon R7 M440","Windows 10","2.04kg",549.99
"1268","Dell","Inspiron 3567","Notebook",15.6,"1366x768","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD Radeon R5 M430","Linux","2.3kg",805.99
"1269","HP","Stream 11-Y000na","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","2GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.17kg",209
"1270","Asus","X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz","4GB","500GB HDD","Nvidia GeForce 920M","Windows 10","2.2kg",720.32
"1271","Lenovo","Yoga 500-14ISK","2 in 1 Convertible",14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",638
"1272","Lenovo","Yoga 900-13ISK","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6500U 2.5GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",1499
"1273","Lenovo","IdeaPad 100S-14IBR","Notebook",14,"1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","64GB Flash Storage","Intel HD Graphics","Windows 10","1.5kg",229
"1274","HP","15-AC110nv (i7-6500U/6GB/1TB/Radeon","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz","6GB","1TB HDD","AMD Radeon R5 M330","Windows 10","2.19kg",764
"1275","Asus","X553SA-XX031T (N3050/4GB/500GB/W10)","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3050 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows 10","2.2kg",369
"1276","Asus","ZenBook UX305CA-UBM1","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core M 6Y30 0.9GHz","8GB","512GB SSD","Intel HD Graphics 515","Windows 10","1.2kg",729
"1277","Dell","Inspiron 3567","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",459
"1278","Acer","Aspire ES1-531","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","500GB HDD","Intel HD Graphics 400","Linux","2.4kg",289
"1279","Dell","Inspiron 3552","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","500GB HDD","Intel HD Graphics","Windows 10","2.20kg",379
"1280","Lenovo","IdeaPad Y700-15ISK","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.6kg",899
"1281","HP","Pavilion 15-AW003nv","Notebook",15.6,"Full HD 1920x1080","AMD A9-Series 9410 2.9GHz","6GB","1.0TB Hybrid","AMD Radeon R7 M440","Windows 10","2.04kg",549.99
"1282","Dell","Inspiron 3567","Notebook",15.6,"1366x768","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD Radeon R5 M430","Linux","2.3kg",805.99
"1283","HP","Stream 11-Y000na","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","2GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.17kg",209
"1284","Asus","X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz","4GB","500GB HDD","Nvidia GeForce 920M","Windows 10","2.2kg",720.32
"1285","Lenovo","Yoga 500-14ISK","2 in 1 Convertible",14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",638
"1286","Lenovo","Yoga 900-13ISK","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6500U 2.5GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",1499
"1287","Lenovo","IdeaPad 100S-14IBR","Notebook",14,"1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","64GB Flash Storage","Intel HD Graphics","Windows 10","1.5kg",229
"1288","HP","15-AC110nv (i7-6500U/6GB/1TB/Radeon","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz","6GB","1TB HDD","AMD Radeon R5 M330","Windows 10","2.19kg",764
"1289","Asus","X553SA-XX031T (N3050/4GB/500GB/W10)","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3050 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows 10","2.2kg",369
"1290","Asus","ZenBook UX305CA-UBM1","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core M 6Y30 0.9GHz","8GB","512GB SSD","Intel HD Graphics 515","Windows 10","1.2kg",729
"1291","Dell","Inspiron 3567","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",459
"1292","Acer","Aspire ES1-531","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","500GB HDD","Intel HD Graphics 400","Linux","2.4kg",289
"1293","Dell","Inspiron 3552","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","500GB HDD","Intel HD Graphics","Windows 10","2.20kg",379
"1294","Lenovo","IdeaPad Y700-15ISK","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.6kg",899
"1295","HP","Pavilion 15-AW003nv","Notebook",15.6,"Full HD 1920x1080","AMD A9-Series 9410 2.9GHz","6GB","1.0TB Hybrid","AMD Radeon R7 M440","Windows 10","2.04kg",549.99
"1296","Dell","Inspiron 3567","Notebook",15.6,"1366x768","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD Radeon R5 M430","Linux","2.3kg",805.99
"1297","HP","Stream 11-Y000na","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","2GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.17kg",209
"1298","Asus","X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz","4GB","500GB HDD","Nvidia GeForce 920M","Windows 10","2.2kg",720.32
"1299","Lenovo","Yoga 500-14ISK","2 in 1 Convertible",14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",638
"1300","Lenovo","Yoga 900-13ISK","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6500U 2.5GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",1499
"1301","Lenovo","IdeaPad 100S-14IBR","Notebook",14,"1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","64GB Flash Storage","Intel HD Graphics","Windows 10","1.5kg",229
"1302","HP","15-AC110nv (i7-6500U/6GB/1TB/Radeon","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz","6GB","1TB HDD","AMD Radeon R5 M330","Windows 10","2.19kg",764
