Company,Product,TypeName,Inches,Ram,Memory,OpSys,Weight_kg,Price_euros,LogPrice,Model,Inches_Binned,DisplayType,Touchscreen,IPS Panel,RetinaDisplay,ResolutionWidth,ResolutionHeight,ResolutionWidthCat,ResolutionPixels,CpuBrand,CpuProduct,CpuClockSpeed_GHz,Ram_GB,PrimaryMemory,SecondaryMemory,PrimaryMemSize,PrimaryMemType,Gpu_Brand,Gpu_Product
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,4GB,32GB Flash Storage,Windows 10,1.5,278.0,5.627621113690637,L403NA-GA013TS,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,4,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
HP,250 G6,Ultrabook,15.6,8GB,256GB SSD,Windows 10,1.84,752.0,6.62273632394984,250,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Acer,Aspire E5-576G,Notebook,15.6,4GB,1TB HDD,Windows 10,2.23,616.0,6.423246963533519,Aspire,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,16GB,1.0TB Hybrid,Windows 10,2.5,1099.0,7.002155954403621,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,16,1.0TB Hybrid,0,1.0TB,Hybrid,AMD,Radeon
HP,ZBook 17,Workstation,17.3,8GB,256GB SSD,Windows 7,3.0,3949.4,8.281318947623209,ZBook,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,256GB SSD,0,256GB,SSD,Nvidia,Quadro
Dell,Inspiron 5567,Notebook,15.6,8GB,1TB HDD,Windows 10,2.5,784.0,6.664409020350408,Inspiron,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,1TB HDD,0,1TB,HDD,AMD,Radeon
MSI,GT72S Dominator,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,3.78,2399.0,7.782807262839694,GT72S,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6820HQ,2.7,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
HP,EliteBook 850,Ultrabook,15.6,8GB,256GB SSD,Windows 7,1.88,2171.72,7.683274759299943,EliteBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16GB,512GB SSD,Windows 10,2.8,2440.0,7.799753318287247,ThinkPad,3,2560x1440,1,1,0,2560,1440,2560,15.120160930043655,Intel,Core i7 6600U,2.6,16,512GB SSD,0,512GB,SSD,Intel,HD
MSI,GP62M 7RDX,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.4,1142.8,7.041236670356618,GP62M,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,Spectre Pro,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.48,1629.0,7.395721608602045,Spectre,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6300U,2.4,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,ZBook 15,Workstation,15.6,8GB,256GB SSD,Windows 7,2.59,2229.0,7.709308333385868,ZBook,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,256GB SSD,0,256GB,SSD,Nvidia,Quadro
HP,Spectre Pro,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.48,1799.0,7.494986233950533,Spectre,2,2560x1440,1,0,0,2560,1440,2560,15.120160930043655,Intel,Core i7 6600U,2.6,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,ZBook Studio,Workstation,15.6,8GB,256GB SSD,Windows 7,2.0,1899.0,7.549082710812286,ZBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,256GB SSD,0,256GB,SSD,Nvidia,Quadro
HP,EliteBook 820,Ultrabook,12.5,8GB,256GB SSD,Windows 7,1.26,2296.95,7.739337434929326,EliteBook,1,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Vostro 5568,Notebook,15.6,8GB,256GB SSD,Windows 10,2.18,1009.9,6.917606595032511,Vostro,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
HP,EliteBook 850,Notebook,15.6,8GB,256GB SSD,Windows 7,1.88,1579.0,7.364547014255642,EliteBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8GB,256GB SSD,Windows 10,1.27,2339.0,7.757478766584179,ThinkPad,3,2560x1440,1,1,0,2560,1440,2560,15.120160930043655,Intel,Core i7 6500U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,4GB,1TB HDD,No OS,1.9,339.0,5.82600010738045,V110-15ISK,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Intel,HD
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,4GB,500GB HDD,Windows 10,1.86,297.0,5.6937321388027,15-BA015wm,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,E-Series 7110,1.8,4,500GB HDD,0,500GB,HDD,AMD,Radeon
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,8GB,1TB HDD,No OS,2.32,599.0,6.395261598115449,B51-80,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Dell,Inspiron 7567,Gaming,15.6,8GB,1TB HDD,Windows 10,2.62,1199.0,7.089243155027514,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Dell,XPS 15,Notebook,15.6,8GB,256GB SSD,Windows 10,2.04,2250.68,7.718987671760751,XPS,4,4K Ultra HD 3840x2160,1,1,0,3840,2160,3840,15.931091146259982,Intel,Core i5 6300HQ,2.3,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,4GB,256GB SSD,Windows 10,1.91,478.89,6.171470925944497,15-bw002nv,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,AMD,A6-Series A6-9220,2.5,4,256GB SSD,0,256GB,SSD,AMD,Radeon
MSI,GP72M 7REX,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2.7,1492.8,7.308408830093079,GP72M,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Lenovo,ThinkPad T460s,Ultrabook,14.0,12GB,512GB SSD,Windows 7,1.4,2299.0,7.740229524763182,ThinkPad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6600U,2.6,12,512GB SSD,0,512GB,SSD,Intel,HD
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,8GB,1.0TB Hybrid,Windows 10,2.5,788.49,6.670119724014492,B51-80,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,1.0TB Hybrid,0,1.0TB,Hybrid,AMD,Radeon
HP,Spectre Pro,2 in 1 Convertible,13.3,8GB,512GB SSD,Windows 10,1.48,2041.0,7.621195162809845,Spectre,2,2560x1440,1,0,0,2560,1440,2560,15.120160930043655,Intel,Core i7 6600U,2.6,8,512GB SSD,0,512GB,SSD,Intel,HD
Lenovo,ThinkPad T460,Ultrabook,14.0,8GB,256GB SSD,Windows 7,1.7,1499.0,7.312553498102598,ThinkPad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6600U,2.6,8,256GB SSD,0,256GB,SSD,Intel,HD
MSI,GS40 Phantom,Gaming,14.0,16GB,256GB SSD +  1TB HDD,Windows 10,1.7,1769.0,7.478169694159785,GS40,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
HP,Pavilion 15-cb003nv,Gaming,15.6,8GB,1TB HDD,Windows 10,2.62,899.0,6.80128303447162,Pavilion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,8GB,1TB HDD,Windows 10,2.2,459.0,6.129050210060545,IdeaPad,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,8,1TB HDD,0,1TB,HDD,Intel,HD
HP,250 G4,Notebook,15.6,4GB,500GB HDD,No OS,2.1,476.99,6.167495526307999,250,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
Dell,Inspiron 7567,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.62,1498.0,7.311886164077165,Inspiron,4,4K Ultra HD 3840x2160,0,0,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Lenovo,ThinkPad T570,Notebook,15.6,8GB,256GB SSD,Windows 10,1.95,1390.0,7.237059026124737,ThinkPad,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,4GB,1TB HDD,Windows 10,2.2,468.0,6.148468295917646,320-15ISK,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
HP,Stream 14-AX000nv,Notebook,14.0,2GB,32GB Flash Storage,Windows 10,1.44,249.0,5.517452896464707,Stream,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,2,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
MSI,PL60 7RD,Gaming,15.6,8GB,1TB HDD,Windows 10,2.2,839.0,6.732210706467206,PL60,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
HP,250 G5,Notebook,15.6,8GB,256GB SSD,Windows 10,1.96,679.0,6.520621127558696,250,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,ProBook 450,Notebook,15.6,16GB,512GB SSD,Windows 10,2.1,1159.0,7.055312843339752,ProBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,512GB SSD,0,512GB,SSD,Intel,UHD
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,4GB,500GB HDD,Windows 10,2.2,369.0,5.910796644040527,X553SA-XX021T,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3050,1.6,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,4GB,500GB HDD,No OS,2.1,398.0,5.986452005284438,V110-15ISK,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,8GB,1TB HDD,No OS,2.2,709.0,6.5638555265321274,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,4GB,256GB SSD,Windows 10,2.0,769.0,6.6450909695056435,UX410UA-GV097T,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7100U,2.4,4,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,4GB,1.0TB Hybrid,Windows 7,2.32,825.0,6.715383386334681,B51-80,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,4,1.0TB Hybrid,0,1.0TB,Hybrid,Intel,HD
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,16GB,512GB SSD,Windows 10,3.31,1305.0,7.173958319756793,IdeaPad,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
MSI,GS60 Ghost,Gaming,15.6,16GB,128GB SSD +  1TB HDD,Windows 10,1.91,2153.37,7.6747893358273425,GS60,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,ProBook 450,Notebook,15.6,4GB,500GB HDD,Windows 10,2.07,650.0,6.476972362889683,ProBook,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6100U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8GB,256GB SSD,Windows 10,1.36,1637.0,7.400620577371135,ThinkPad,3,2560x1440,1,1,0,2560,1440,2560,15.120160930043655,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,6GB,256GB SSD,Windows 10,1.54,831.0,6.722629794855448,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,6,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Dell,Vostro 5568,Notebook,15.6,8GB,256GB SSD,Linux,1.98,895.01,6.796834891396793,Vostro,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Acer,Aspire 3,Notebook,15.6,4GB,500GB HDD,Windows 10,2.1,333.0,5.808142489980444,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,2.0,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,Pavilion 15-BC000nv,Notebook,15.6,6GB,1TB HDD,Windows 10,2.18,799.0,6.683360945766275,Pavilion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,6,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Asus,Rog GL552VW-DM201T,Gaming,15.6,8GB,256GB SSD +  1TB HDD,Windows 10,2.591,909.0,6.812345094177479,Rog,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,Inspiron 5578,2 in 1 Convertible,15.6,16GB,512GB SSD,Windows 10,2.09,1179.0,7.07242190053737,Inspiron,4,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
Acer,Aspire E5-576G,Notebook,15.6,4GB,256GB SSD,Windows 10,2.23,691.0,6.538139823767669,Aspire,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Dell,XPS 13,Ultrabook,13.3,8GB,256GB SSD,Linux,1.23,1099.0,7.002155954403621,XPS,2,Quad HD+  3200x1800,1,0,0,3200,1800,3200,15.566448032672074,Intel,Core i5 6300U,2.4,8,256GB SSD,0,256GB,SSD,Intel,HD
Acer,Predator G9-793,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,4.2,2599.0,7.86288203464149,Predator,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,1TB HDD,Windows 10,2.4,819.0,6.708084083853069,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
HP,250 G6,Notebook,15.6,4GB,500GB HDD,Windows 10,1.86,485.0,6.184148890937483,250,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,500GB HDD,0,500GB,HDD,Intel,HD
Apple,"MacBook 12""",Ultrabook,12.0,8GB,256GB Flash Storage,macOS,0.92,1163.0,7.0587581525186645,MacBook,1,Retina Display 2304x1440,0,1,1,2304,1440,2304,15.014800414385828,Intel,Core M,1.1,8,256GB Flash Storage,0,256GB,Flash Storage,Intel,HD
Dell,Inspiron 7378,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.6,1199.0,7.089243155027514,Inspiron,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,Pavilion Power,Notebook,15.6,12GB,128GB SSD +  1TB HDD,Windows 10,2.21,1327.0,7.190676034332207,Pavilion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,12,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4GB,1TB HDD,No OS,1.9,368.0,5.90808293816893,V110-15ISK,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,AMD,Radeon
Asus,Rog G752VY-GC229T,Gaming,17.3,16GB,512GB SSD +  1TB HDD,Windows 10,4.3,2150.0,7.673223121121708,Rog,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,512GB SSD +,1,512GB,SSD +,Nvidia,GeForce
Acer,Aspire 3,Notebook,15.6,4GB,1TB HDD,Linux,2.1,272.0,5.605802066295997,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,2.0,4,1TB HDD,0,1TB,HDD,Intel,HD
MSI,GS73VR 7RF,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2.43,2048.9,7.625058342753153,GS73VR,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,Inspiron 5567,Notebook,15.6,4GB,128GB SSD,Windows 10,2.3,499.0,6.212606095751519,Inspiron,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,128GB SSD,0,128GB,SSD,AMD,Radeon
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,8GB,500GB HDD,No OS,2.2,629.0,6.44413125670044,IdeaPad,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i7 6500U,2.5,8,500GB HDD,0,500GB,HDD,Nvidia,GeForce
Dell,Inspiron 5579,2 in 1 Convertible,15.6,16GB,512GB SSD,Windows 10,2.0,1285.0,7.15851399732932,Inspiron,4,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,512GB SSD,0,512GB,SSD,Intel,UHD
Dell,XPS 13,Ultrabook,13.3,16GB,512GB SSD,Windows 10,1.2,2680.0,7.893572073504902,XPS,2,Quad HD+  3200x1800,1,0,0,3200,1800,3200,15.566448032672074,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,8GB,1TB HDD,Windows 10,2.2,1169.0,7.063903961472068,FX502VM-DM105T,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Dell,Inspiron 5567,Notebook,15.6,8GB,256GB SSD,Windows 10,2.36,889.0,6.790097235513905,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,AMD,Radeon
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,8GB,256GB SSD,Windows 10,1.91,579.0,6.361302477572995,15-bs025nv,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4GB,500GB HDD,Windows 10,2.2,299.0,5.700443573390686,IdeaPad,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,E-Series 9000,2.2,4,500GB HDD,0,500GB,HDD,AMD,Radeon
Acer,Aspire E5-774G,Notebook,17.3,8GB,1TB HDD,Windows 10,3.3,629.0,6.44413125670044,Aspire,5,1600x900,0,0,0,1600,900,1600,14.180153671552183,Intel,Core i3 6006U,2.0,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Asus,Rog Strix,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2.2,2449.0,7.803435056952168,Rog,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Apple,"MacBook 12""",Ultrabook,12.0,8GB,512GB Flash Storage,macOS,0.92,1279.0,7.153833801578842,MacBook,1,Retina Display 2304x1440,0,1,1,2304,1440,2304,15.014800414385828,Intel,Core M,1.2,8,512GB Flash Storage,0,512GB,Flash Storage,Intel,HD
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,16GB,128GB SSD +  1TB HDD,Windows 10,2.2,1749.0,7.466799475018602,FX502VM-AS73,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
MSI,GS73VR Stealth,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2.43,1948.99,7.575066568658071,GS73VR,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,Inspiron 7579,2 in 1 Convertible,15.6,8GB,256GB SSD,Windows 10,2.191,999.0,6.906754778648553,Inspiron,4,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Asus,ROG Strix,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2.9,1949.0,7.575071699507561,ROG,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,2GB,32GB SSD,Chrome/Android,1.3,174.0,5.159055299214529,C740-C9QX,0,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core 3205U,1.5,2,32GB SSD,0,32GB,SSD,Intel,HD
Acer,E5 774G,Notebook,17.3,4GB,1TB HDD,Windows 10,3.3,598.0,6.393590753950631,E5,5,1600x900,0,0,0,1600,900,1600,14.180153671552183,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,8GB,1TB HDD,No OS,2.8,539.0,6.289715570908997,IdeaPad,5,1600x900,0,0,0,1600,900,1600,14.180153671552183,Intel,Core i5 7200U,2.5,8,1TB HDD,0,1TB,HDD,Intel,HD
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.6,1272.0,7.148345743900067,IdeaPad,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,8GB,256GB SSD,Windows 10,1.2,1149.0,7.046647277848756,SP714-51,3,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7Y75,1.3,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Thinkpad T560,Notebook,15.6,8GB,256GB SSD,Windows 10,2.3,1529.0,7.332369205929062,Thinkpad,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6600U,2.6,8,256GB SSD,0,256GB,SSD,Intel,HD
MSI,GP62MVR 6RF,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.2,1476.11,7.29716552812877,GP62MVR,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,6GB,1TB HDD,Windows 10,2.1,529.0,6.270988431858299,15-bw009nv,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,AMD,A12-Series 9720P,2.7,6,1TB HDD,0,1TB,HDD,AMD,Radeon
Dell,Latitude E7270,Ultrabook,12.5,8GB,256GB SSD,Windows 7,1.26,1713.37,7.446217470330318,Latitude,1,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6300U,2.4,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Inspiron 5578,2 in 1 Convertible,15.0,4GB,500GB HDD,Windows 10,2.08,509.0,6.2324480165505225,Inspiron,4,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7100U,2.4,4,500GB HDD,0,500GB,HDD,Intel,HD
